inchikey,partition,fold,representation,algorithm,label,y_true,y_pred
AGKMZNQCTOWDFF-ZDUSSCGKSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.05,7.708939075469971
AGPQIQSLJAQASS-GLJUWKHASA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.155,7.534004211425781
AGXCNAPHYYLCHN-IBGZPJMESA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.24,6.863237380981445
AHHGHXFTQVZBPO-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.48,5.31027364730835
AHJAJTHWNBFJBF-YCPHGPKFSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.95,7.546710968017578
AIAJJMJAXBVVRD-YABSGUDNSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.9,7.779027462005615
AIWIRRGSGOLMQX-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.75,7.614168643951416
AIXGIOZVDSOSEU-HWWDLCQESA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.19,7.50255823135376
AJFUDTVIKFGQMS-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.57,6.0018310546875
AJGIUAWWWVYNEY-ZDUSSCGKSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.68,7.850365161895752
AKDLWVHAJCEAKD-ZDUSSCGKSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,9.0,8.218661308288574
AKQMAZGMANPFFK-GOSISDBHSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.3,7.076487064361572
AKQMAZGMANPFFK-SFHVURJKSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.51,7.076487064361572
AKQMAZGMANPFFK-UHFFFAOYSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.63,7.076487064361572
AKXYWNUSJTXEKI-NHAGDIPZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.54,7.051726818084717
AKZDACQLYHVVHF-WCQYABFASA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.62,8.570314407348633
AKZZSBPAHSIOBC-XVDXERDNSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.1,7.058595657348633
ALDVAWDTIJSMNO-ZDHWLGKOSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,5.1,5.9530439376831055
ALEGZXFLOSZQFJ-OIPGSKEASA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,5.36,5.932273864746094
ALPYZNHKWLPYPM-HDJSIYSDSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.98,7.141208171844482
AMABIFVVCZYKIM-WCQYABFASA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.295,6.724005699157715
AMMUKFMDWPZRHN-OOHWJJMZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,8.4,8.275962829589844
ANDQZSDRMVJBQS-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.77,7.52016544342041
ANNUHVXNCFVLIP-GXTWGEPZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.48,7.920010566711426
ANPQBLBZMKRGJT-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.0,8.010743141174316
ANROYDNBUBEGHC-MQMHXKEQSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.44,7.128364562988281
ANSVBJGYIJAUDS-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,5.8,6.005371570587158
ANVHGHPKRCRGRV-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.48,7.542795181274414
AOHQOEYOFNJJNZ-XLIONFOSSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.4,7.584761142730713
AOZCJXPKMNJCQR-GGYDESQDSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.53,7.893476963043213
APBUNKVHHWMAAH-CHWSQXEVSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.99,6.285152435302734
APCBJCFILSRMRW-NQPRBDNZSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,4.69,5.155392646789551
APHAPQUZFADCCT-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.6,6.202556610107422
APLQHKFABMHWHP-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.29,6.10675573348999
AQIGJCZBZXSONM-UHFFFAOYSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.1,5.730832576751709
ARPWNFCYSNNAPW-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.13,7.540749549865723
ASHUQWDHMIZJFH-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.54,5.844892501831055
ASRRTOJJNKDPOE-XLIONFOSSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.85,7.63393497467041
ATLHEWQHWGSHBX-AULYBMBSSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.734999999999999,7.254873275756836
AUHAKZCDXJXNIS-WCQYABFASA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.31,8.026196479797363
AUNMQOCPGMEAST-ZFWWWQNUSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,8.7,8.057914733886719
AUVVPNQJMBEMDI-FOLVSLTJSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.37,7.154045104980469
AVGRXCGZLZSSPC-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.33,7.085326671600342
AVISJIJTLXTWET-LBPRGKRZSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.7,8.018697738647461
AVMFNJJDFFARPS-IBGZPJMESA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.81,6.911254405975342
AVMYOZBHUDFCJI-AEFFLSMTSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.92,7.100121974945068
AVZYAMPJJDVPDJ-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.15,5.111631393432617
AWDCUIDEVZIBKR-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.1,5.666114807128906
AWJBWNUUODWOKQ-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.29,7.090555667877197
AXFDPUXDIHEOAI-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.91,7.735183238983154
AXIFMPBHMMMIKY-AULYBMBSSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.11,7.282989501953125
AXPFEEJMCXUHQD-JTQLQIEISA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.25,6.111918926239014
AXRMPMIEMCXOTJ-VQFNDLOPSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.125,7.36396598815918
AXVJKWISWYSMEO-MOPGFXCFSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.54,7.238948822021484
AXVJKWISWYSMEO-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.02,7.238948822021484
AXVWPJGJCGMVLQ-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.66,6.897165298461914
AYPZAZPOYROADP-ZHACJKMWSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.77,5.4894118309021
AZGCRXQGLDQGTA-KNQAVFIVSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.51,7.436459064483643
AZMMWBUQIXBLDU-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.51,7.0901384353637695
AZZRAZUXGHJAOV-WCQYABFASA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.949999999999999,8.026196479797363
BAHAKPRBUNPURW-CMPLNLGQSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,5.8,7.921151161193848
BANGFDNCERQQIE-CHWSQXEVSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.5,5.974602699279785
BAORHIGPTKNHRW-HBFSDRIKSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.275,7.531175136566162
BAORHIGPTKNHRW-NLWGTHIKSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.949999999999999,7.531175136566162
BAYFMGSXOKNAJZ-VXGBXAGGSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.7,7.374568939208984
BBCFRTHODCIVDP-VLIAUNLRSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.984999999999999,6.366036415100098
BBCFRTHODCIVDP-XOBRGWDASA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.095,6.366036415100098
BBFDPQFELBFLCW-GXTWGEPZSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,6.949999999999999,7.872703075408935
BCKUYDODOWTDPH-XLIONFOSSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.73,7.610816955566406
BCXNWQDMUUSORS-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.3,6.473682403564453
BDMMXSHQKHUFKQ-GOSISDBHSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.0,6.704034805297852
BDMMXSHQKHUFKQ-SFHVURJKSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.82,6.704034805297852
BELXXIWFEWPMCV-UOIKSKOESA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.31,6.956157207489014
BGJCZTPFRKSUHS-CMPLNLGQSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,8.545,8.0032377243042
BGQSZBPWPOXQTF-AWEZNQCLSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.09,5.328568458557129
BGQSZBPWPOXQTF-CQSZACIVSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.11,5.328568458557129
BGQSZBPWPOXQTF-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.75,5.328568458557129
BGXHQWBKFTYLMO-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,6.88,7.423573017120361
BHLICBDDYVMRMM-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.17,7.0901384353637695
BITJIBOQHOBSEQ-PMACEKPBSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.57,7.099062919616699
BIUMIQOEJSJTAM-QFIPXVFZSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.51,7.343076229095459
BIWXFLAZRBTWMI-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.62,6.432200908660889
BJGBIUYKSAKORC-FHERZECASA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.16,8.10329818725586
BJNUBTRKMKILLA-DEOSSOPVSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.07,6.858867168426514
BJZUYRRKPINCLY-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.03,5.687509059906006
BKBDSVDSSWOBTQ-GXTWGEPZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.435,7.182260513305664
BKDSPECIAKYFPT-XJKSGUPXSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.935,7.447637557983398
BKTFMVDMGYGHGU-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.28,7.299175262451172
BLKRXSROXNOPPY-GGYDESQDSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.75,7.867656707763672
BMJPYMNIGZKPLS-LBPRGKRZSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.82,7.722014427185059
BMPXPBSETVIDSP-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.66,6.233349323272705
BOBRNSMQJNURJX-JEYLPNPQSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,8.7,8.188502311706543
BOBUEKYDHRZMRK-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.68,5.301833152770996
BONDEBJDVZGSIK-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.58,7.949629783630371
BOXFETBEAMXCQH-DZGCQCFKSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.6,8.365619659423828
BPCZABOCGVZEBN-ZDUSSCGKSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.89,8.286103248596191
BPKDWFGRTCABEJ-FQEVSTJZSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.82,7.144594669342041
BPKDWFGRTCABEJ-HXUWFJFHSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,5.88,7.144594669342041
BPKDWFGRTCABEJ-UHFFFAOYSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.71,7.144594669342041
BPLFISJMISZSMT-GXTWGEPZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.265000000000001,7.284111022949219
BPSURRHXFTVNPC-AWEZNQCLSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.52,8.505691528320312
BPWDLGXLIXBTPG-GXTWGEPZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,8.015,8.141057014465332
BRBMIYHOFADQNK-RYRKJORJSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.404999999999999,6.982563018798828
BRNFYDHNQCOLDA-DEOSSOPVSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,6.36,7.555443286895752
BSJPLCMGLSAERZ-APWZRJJASA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.39,6.733457565307617
BSXZECKVHWDHMU-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,6.79,6.868902683258057
BTGRJSKXOVCJGC-VIZZQPHQSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.75,7.106390953063965
BTNUNVLIPAOCMM-LAQFHYBYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.654999999999999,7.458391189575195
BUIYVEPGAGPGLB-CTYIDZIISA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.09,7.454276561737059
BUMGTYYOOSBBHW-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.2,5.972043514251709
BUQGXZUGSBDOIZ-QFIPXVFZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.14,7.646903991699219
BUYFCKGCSXZWDP-MNZLEMJZSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.41,8.269536972045898
BUZFDVGJMBLEGQ-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.12,7.061664581298828
BVMBHIKCHPFTIX-HDJSIYSDSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.78,7.116679668426514
BWJKJXASLSRQNM-HDJSIYSDSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.31,7.396626949310303
BWTWYFLHUIVVNP-WMLDXEAASA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,8.155000000000001,8.18613338470459
BXAPLRVODFEIFT-AWEZNQCLSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.8,7.217428207397461
BXVDTIPLGIPGFG-WCQYABFASA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.07,8.081907272338867
BXWRYHWVMJYQDS-ZDUSSCGKSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.96,7.496526718139648
BZFAADKUMJMAMD-QFIPXVFZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.8,7.681484699249268
BZTMKWCWKFEAKS-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.58,6.432192325592041
CANXPAGDHYDXAS-IYARVYRRSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.75,7.842115879058838
CAURCPOFUZVLHO-FRQCXROJSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.695,7.206308841705322
CBEQYPJASLPYCV-SVIJTADQSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.95,7.2155327796936035
CBSZTXHMDYXAMD-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.01,6.967291355133057
CBZINAVQQWCRAE-ZDUSSCGKSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.82,7.756496429443359
CCDZVVJMCCIMJK-NRFANRHFSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.34,7.224632263183594
CCKDABRNCXXPNF-VXGBXAGGSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.37,6.374630928039551
CCUITVGIDVPEJI-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.78,7.801478862762451
CCUWLJJJTXPUCI-HIFPTAJRSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.02,6.689848899841309
CDIBRYDRWDNHKR-OFNKIYASSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.3,7.233096122741699
CDLPZSXOJZPUNZ-JOCHJYFZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.06,7.419742584228516
CEDDKVSCQBMJRG-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.23,6.549746036529541
CEHXVBLLORENHV-LAQFHYBYSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.6,7.989283561706543
CENSBZQZRLLDCL-JOCQHMNTSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,6.85,7.597297668457031
CEOUAXRSPKQSPT-LBPRGKRZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,8.4,8.277902603149414
CERUYKDYVULSDG-SJORKVTESA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.38,7.347616672515869
CERUYKDYVULSDG-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.88,7.347616672515869
CGKGVIMZSQQQKI-MNZLEMJZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.065,6.935754776000977
CHJNLJDLILUZCU-WMLDXEAASA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.445,8.15347957611084
CHTXUMBCIKLCKW-GXTWGEPZSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.09,7.582098960876465
CIACKZWBHIJWSD-UHFFFAOYSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.21,5.2748003005981445
CIKWLRYNURTNGX-AWEZNQCLSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.1,8.435322761535645
CISHPMUQLTYQDL-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.47,6.5055766105651855
CIYDGMDZVSRZAF-RRFJBIMHSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.36,7.254643440246582
CJIFGBJDSODVOU-JTQLQIEISA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,9.0,7.757332801818848
CKQMTXLABQTGQB-DHZHZOJOSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,4.91,5.876526832580566
CLALAOKNVZYDNB-HALDLXJZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.9,7.7915496826171875
CLCRTUFFZNMHLS-LBPRGKRZSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.6,7.784985542297363
CLDTYDWCLGHBRJ-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.92,6.398030281066895
CLZKMFVTJPNWFB-VQFNDLOPSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.02,8.290857315063477
CMKRUJONJACVHU-JOCHJYFZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.55,7.562399864196777
CMMHGQMDAWNUJF-NNUKFRKNSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.74,7.277307510375977
CMPQQCSDOGJLLR-JOCHJYFZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.54,7.496585369110107
CMQWFYBXZLEOMA-FQEVSTJZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.42,7.412657737731934
CNBMUGGIAWLNKG-SHTZXODSSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.2,7.772314548492432
CNMIUCDUEVFNKU-QHCPKHFHSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.38,7.613512992858887
CNXACZHZGCZDBO-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,6.31,6.995675563812256
CNYDIRYGXDXINR-GCJKJVERSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.96,7.8592047691345215
COEDYLGJVZYSIH-JTQLQIEISA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.66,8.531906127929688
COUSNIYNXWRIMA-WQGACYEGSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.265,7.392897129058838
COWHGJLKSFLNRB-QLPKVWCKSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.725,7.7915496826171875
COWJGGFKTKTZOT-XJKSGUPXSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.945,7.639008045196533
CPOOXCQPULFHNM-YABSGUDNSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.245,7.471662521362305
CPVYDKXZLWVTEE-GXFFZTMASA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.715,7.96049165725708
CQGSBWGNKKNJCP-RYRKJORJSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.92,7.496486663818359
CQQRVWPXVJWBRU-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.68,7.090555667877197
CRANEYHZXMLJBS-SWLSCSKDSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,8.32,7.503773212432861
CRMCPZOEWQJMFS-LBPRGKRZSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.72,7.336397171020508
CRVXZKHWEUVJFA-ZDUSSCGKSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.68,7.065730094909668
CSKJIIXTWHNKSV-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.7,6.123369693756104
CSUMASYLFZPZKR-VFNWGFHPSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.43,7.794734954833984
CSWZSXQZBCOVSJ-FQEVSTJZSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,8.7,8.10991382598877
CTVDAKKIBPDSKS-HNNXBMFYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,9.0,8.400822639465332
CUODMWHGYJSPRF-XJKSGUPXSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.029999999999999,7.780289173126221
CUXROWBZAXBRIM-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.0,6.595131874084473
CVQHMRPOOCQEKI-OOHWJJMZSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,9.0,7.776992321014404
CWCODCHAQNOYLW-QFIPXVFZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,6.62,7.896657943725586
CXKWWEBSUNFLIN-UTKZUKDTSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.5,7.401845932006836
CXQKCYMIGNQZOZ-UHFFFAOYSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.58,7.279958248138428
CYNMROYWBACHTQ-XLIONFOSSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,6.92,7.321835994720459
CYQZMMUPORHDSC-MRXNPFEDSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.64,6.136392593383789
CYWFSLKYTRCPPA-MQMHXKEQSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.75,7.307199478149414
CZLHDEMBLZTFGA-UMYLGFLZSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.88,5.661430835723877
CZSWXNBPJXPCFZ-GGYDESQDSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.39,7.867656707763672
CZWUSKMGGLHRBH-AWEZNQCLSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.3,8.214138984680176
DBXCRZFXGYPTQJ-WCQYABFASA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.734999999999999,7.215563774108887
DBZDCJRBMOZLQI-FUHWJXTLSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,7.2,5.98624849319458
DCHZOOHTNLONBI-CMPLNLGQSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.235,7.401472568511963
DCIRNJZMAVZAQG-OOHWJJMZSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.15,8.517282485961914
DCVSFXIYOAFCQQ-ZHRRBRCNSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,8.05,7.006916999816895
DDBRUPZDWAODIC-AEFFLSMTSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,6.68,7.263782024383545
DDCBCYZFOVRVBY-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.84,7.928344249725342
DEEKSQRKTYEQAN-QWHZDKJVSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,7.845000000000001,7.968854904174805
DEGUDXJXTJSIFF-GOSISDBHSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.15,6.445740699768066
DEGUDXJXTJSIFF-SFHVURJKSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.77,6.445740699768066
DEMKZLAVQYISIA-ZRWXNEIDSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,4.79,7.108755588531494
DEOVWIPKRDTVPC-GTPINHCMSA-N,0,0,RDKit-15,XGB,XGB + RDKit-15,8.15,8.234779357910156
DEQOZQHMWLHJLS-UWVAXJGDSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.37,7.405366897583008
DFRRLTYRSAJCPA-UHFFFAOYSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,5.95,5.425527572631836
DGUJPXZEBMKLMM-LBPRGKRZSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,7.58,7.569696426391602
DHGRAFMYKRWRSJ-VYDXJSESSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.325,7.5426506996154785
DHGRAFMYKRWRSJ-ZMSDIMECSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,8.04,7.5426506996154785
DHGUOHDVYXFMFQ-IYARVYRRSA-N,0,1,RDKit-15,XGB,XGB + RDKit-15,7.9,7.393100738525391
DIAYDLRDYDEHDA-XJKSGUPXSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.845,7.459052562713623
DIIQAMTUZXBVMZ-BTYIYWSLSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.78,7.23546552658081
DIRMTWBVAUKNIW-UHFFFAOYSA-N,0,3,RDKit-15,XGB,XGB + RDKit-15,7.7,8.565258979797363
DJDKJQHFJXTIKP-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,8.5,8.077603340148926
DJJSNCWPZMUIPG-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.9,7.464042663574219
DJYLSUHLHQFDOE-UHFFFAOYSA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,5.89,5.647801876068115
DKBGJIILYWWMRH-UHFFFAOYSA-N,0,2,RDKit-15,XGB,XGB + RDKit-15,5.52,6.539418697357178
DKIMBNVMKUFBST-WMLDXEAASA-N,0,4,RDKit-15,XGB,XGB + RDKit-15,6.89,5.951520919799805
