inchikey,scaffold,representation,algorithm,partition,fold,y_true,y_pred,absolute_error
JNDWMJRPGXBLSS-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.51,7.394174000000021,0.11582599999997889
JROSFXIRTRVADR-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,Morgan-2048,RF,0,1,7.41,7.123669999999994,0.28633000000000575
JUEWLMSRGBZOJK-AOIWGVFYSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.625,7.615977000000032,0.009022999999968029
JWYKVNCEXVVNTP-UHFFFAOYSA-N,c1ccc(NC2CCCCC2)cc1,Morgan-2048,RF,0,1,4.72,7.32341999999998,2.6034199999999803
JYMGYVCGGDSUSP-IPVJXJPOSA-N,O=c1c2cccc(=O)n2ccn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,7.42,7.631108095238076,0.2111080952380764
KBDWUWKNXJLWES-LLVKDONJSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,RF,0,1,7.47,6.325203833333358,1.1447961666666417
KCBYJLXRAIWJKQ-MSOLQXFVSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.66,7.215094666666663,0.44490533333333726
KGVMCKSYBGNOLM-IVMQYODDSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.52,8.438360000000012,0.08163999999998772
KHKAWXWOIAMQMU-MOPGFXCFSA-N,O=C(Cc1cn(-c2cncnc2)nc1C1CC1)NC1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.33,6.892907666666654,0.43709233333334563
KISLLAVVUQSKFA-KXBFYZLASA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,5.725,6.97514666666672,1.25014666666672
KOJGDUNEMGGIAC-UHFFFAOYSA-N,O=C(CCCCCCCCc1ccccc1)CCc1ccccc1,Morgan-2048,RF,0,1,5.44,5.405953333333311,0.034046666666688985
KQWPJWCPXVABPC-DEOSSOPVSA-N,O=C(NCc1c[nH]c(=O)c(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,RF,0,1,7.57,7.11217,0.4578300000000004
KRBDFQDQWIUJAV-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,Morgan-2048,RF,0,1,8.3,8.204979999999965,0.09502000000003541
KUTXHEQBZVXQNL-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,Morgan-2048,RF,0,1,5.5,5.618602000000012,0.11860200000001164
KVHIQQZLYJNLIF-SQGPQFPESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4cccc(-c5cnco5)c4)CC32)no1,Morgan-2048,RF,0,1,7.37,7.508590166666657,0.13859016666665713
LAOOFNIDAVFMLB-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,5.92,7.3211366666666615,1.4011366666666616
LAZQLGQFJPMZPC-OFNKIYASSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.28,7.367030000000032,0.08703000000003147
LCVAKFVAVVYVKP-XLIONFOSSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.96,7.9299450000000125,0.03005499999998751
LDOFQBOPGCJOBN-SNPRPXQTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,Morgan-2048,RF,0,1,6.23,6.715392166666631,0.48539216666663076
LFAYPGINOVAESB-ATCWAGBWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.9,7.669968000000005,0.23003199999999513
LFVOFPFXYXXTEY-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCCOc2ccccc2)c(=O)o1,Morgan-2048,RF,0,1,7.65,6.997323333333346,0.6526766666666539
LGDQCKVOXHGGTO-AWEZNQCLSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,RF,0,1,8.3,7.803237500000026,0.4967624999999751
LGDQCKVOXHGGTO-CQSZACIVSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,RF,0,1,6.75,7.803237500000026,1.0532375000000256
LGVSQHZAKUBGAR-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.34,7.437643880952356,0.0976438809523561
LHKBWGFVZPWGQN-MNZLEMJZSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.48,7.8346203333333335,0.3546203333333331
LKGOYTNWKHESNU-UHFFFAOYSA-N,c1ccccc1,Morgan-2048,RF,0,1,5.95,5.463550000000002,0.48644999999999783
LMYBZPVFXTXZQG-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.54,7.092547500000015,0.4474524999999847
LOEVTFQCTSNTAC-IERDGZPVSA-N,O=C(NCc1cc(N2CCCCC2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.28,6.596660833333349,0.6833391666666513
LOTBKQZXFAVCCV-ATCWAGBWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,8.01,7.686864999999999,0.3231350000000006
LPLVBOWGFAEFOE-GDBMZVCRSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,Morgan-2048,RF,0,1,7.39,7.312717333333335,0.07728266666666439
LRXFJLLAFBGRML-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.52,8.544949999999949,0.024949999999948957
LRZQMDHWCOUOPM-YCPHGPKFSA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,8.36,8.015889166666636,0.3441108333333638
LVNGBBYMWXDSCD-UHFFFAOYSA-N,O=C(Cc1ccnc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,RF,0,1,8.05,7.813130000000026,0.23686999999997482
LWPXBBRIJUTOEP-ZDUSSCGKSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,Morgan-2048,RF,0,1,7.28,7.598320000000009,0.3183200000000088
LZLVNQUCQLQASZ-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,Morgan-2048,RF,0,1,5.51,5.935850000000027,0.42585000000002715
MANPXGYRIORUOE-GOEBONIOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,8.295,8.002333333333361,0.2926666666666389
MBQFITADUYCEOL-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,Morgan-2048,RF,0,1,7.62,7.383098000000009,0.23690199999999084
MDZCDAYNNUPZDO-NQZBTDCJSA-N,O=C(NCc1cc(-c2cncnc2)nc(C2CC2)n1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,8.3,7.331884000000018,0.9681159999999824
MHAHARMDLJOTNL-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,Morgan-2048,RF,0,1,8.7,8.344850000000006,0.35514999999999297
MHVONIOEJOVODB-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,Morgan-2048,RF,0,1,5.52,6.053060000000027,0.5330600000000274
MJFAWSAGOMZKPI-RAXQPMNESA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,Morgan-2048,RF,0,1,7.05,7.1280350000000325,0.07803500000003272
MJZFLVZBZCNKDO-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,Morgan-2048,RF,0,1,7.66,7.689620000000011,0.029620000000011082
MLVMMKNPHXPAAR-SUMWQHHRSA-N,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,7.835,7.655183333333298,0.17981666666670204
MQWVXCFLFCEROX-INIZCTEOSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,6.86,7.256007380952401,0.3960073809524003
MRBQQESZUMBYBU-OXFYSEKESA-N,C1=C(CCC2CCCOO2)CCCC1,Morgan-2048,RF,0,1,4.53,5.102033333333335,0.5720333333333345
MRBQQESZUMBYBU-WRWLIDTKSA-N,C1=C(CCC2CCCOO2)CCCC1,Morgan-2048,RF,0,1,4.85,5.102033333333335,0.2520333333333351
MWNYBDMBUNWRDN-UHFFFAOYSA-N,O=C(c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1)N1CCC(Oc2ccccc2)CC1,Morgan-2048,RF,0,1,6.7,6.571024000000026,0.128975999999974
MWVJVARWBHTASX-HUBLWGQQSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Oc4ccccc4C32)no1,Morgan-2048,RF,0,1,6.12,7.217223952380992,1.0972239523809915
MXDJEHKNIKUPOY-CMPLNLGQSA-N,O=c1c2scnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,8.64,8.054530000000028,0.5854699999999724
MYBJZJMUOIRKIX-CYXPSIDGSA-N,C=C1CCCCC1CCC1CCCOO1,Morgan-2048,RF,0,1,4.72,5.2321333333333335,0.5121333333333338
MYGMWKBCBYXEOU-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,Morgan-2048,RF,0,1,7.38,7.528281499999958,0.14828149999995777
MZGUKCQKDCDZDA-NSHDSACASA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccc3c(c2)OCO3)n1,Morgan-2048,RF,0,1,7.55,7.548828000000008,0.0011719999999915132
NBSLXNJLYUHGDR-IGOJGBNBSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.09,7.665772000000029,0.575772000000029
NCCUKKILHUYRJX-UXHICEINSA-N,O=C(Cn1cc(-c2ccccc2)cn1)NC1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,6.7,7.307504666666684,0.6075046666666841
NGORHOBBMAHQFE-LAQFHYBYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,7.43,7.608929999999996,0.1789299999999967
NHFRFZWACDLIJO-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.22,8.545139999999959,0.32513999999995846
NLOJJXVQKKKSMA-UHFFFAOYSA-N,O=C(Cc1[nH]nc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,RF,0,1,7.96,7.817920000000025,0.14207999999997512
NNTSHWHAMWNNPN-CSKARUKUSA-N,O=C(C=Cc1ccccc1)Nc1ccccc1,Morgan-2048,RF,0,1,4.0,5.028485000000004,1.0284850000000043
NPTHNANPKCRKIP-VIKVFOODSA-N,O=c1c2ccnn2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,Morgan-2048,RF,0,1,7.92,7.643773333333325,0.27622666666667506
NSOSVZCRYQUGJD-VIKVFOODSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,Morgan-2048,RF,0,1,6.71,7.134206666666661,0.4242066666666613
NSPJVTHVINFJSX-JTQLQIEISA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccc3c(c2)OCO3)no1,Morgan-2048,RF,0,1,7.47,7.443520000000011,0.026479999999988735
NXHKYBGXKCFXET-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1cccs1,Morgan-2048,RF,0,1,5.64,6.135719999999987,0.49571999999998706
OALGIPQKCNNGBC-SQWFFKJPSA-N,O=C1C=C(CCC=CCCC2CCCOO2)CCC1,Morgan-2048,RF,0,1,4.82,5.17405133333333,0.35405133333332994
OAMUBLNNGBSUNW-FQEVSTJZSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,RF,0,1,7.68,7.64318999999999,0.03681000000000978
OFCLMLWEVNQPIR-ZFWWWQNUSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CCCC3)nc2)n1,Morgan-2048,RF,0,1,8.15,8.243596000000043,0.09359600000004242
OFCROMUFKSLDNV-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccc(N2CCCCC2)cn1,Morgan-2048,RF,0,1,7.96,7.107076999999991,0.8529230000000085
OGLFBGKKIABWEQ-DOTOQJQBSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccc4cn[nH]c4c3)C2)no1,Morgan-2048,RF,0,1,8.36,8.020889999999987,0.33911000000001223
OJPPDEXGRGOSGZ-QRWLVFNGSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.14,7.469019999999972,0.32901999999997233
OMAOTMMMFIUYGY-UHFFFAOYSA-N,O=C(Cn1cnc2ccccc2c1=O)NCCc1ccccc1,Morgan-2048,RF,0,1,6.7,5.9225600000000185,0.7774399999999817
OMCPTRKQFMHMFO-BLLLJJGKSA-N,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,8.22,8.20091999999998,0.019080000000020192
OMMPJIYDEJHEFK-SWLSCSKDSA-N,O=c1c2[nH]ncc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,7.415,7.852169999999981,0.4371699999999814
OOIANJTYVKDXDO-ZLPCBKJTSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.3,8.080860000000014,0.219139999999987
OOILCLJLPGNGBY-XLIONFOSSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,6.94,7.3637966666666586,0.42379666666665816
OPLSBZPFTJOKSC-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3ccccc23)cc1,Morgan-2048,RF,0,1,7.38,6.693560000000007,0.6864399999999931
OPWGCVSCPKEDAN-UHFFFAOYSA-N,O=C(Nc1nnc(S(=O)(=O)Nc2ccccc2)s1)c1ccccc1,Morgan-2048,RF,0,1,6.89,5.696180000000001,1.1938199999999988
OSVVWQSAPRHYFQ-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,Morgan-2048,RF,0,1,6.39,6.086680666666697,0.3033193333333024
OUFMSVRFVDNVAQ-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2cccc(-c3ccccc3)c2)c(=O)o1,Morgan-2048,RF,0,1,7.01,6.645984999999984,0.3640150000000162
OUKDYRGLICRORO-ATCWAGBWSA-N,O=c1c2[nH]ncc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,Morgan-2048,RF,0,1,7.095,7.317895000000015,0.2228950000000154
PAEBEJVPSADOMC-QHCPKHFHSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,Morgan-2048,RF,0,1,5.72,8.215526499999976,2.4955264999999764
PDCHRYNMRDSNLJ-PBHICJAKSA-N,O=C(NCc1cnn(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,6.9,7.122974500000007,0.22297450000000651
PDLRKEDIAZMXFA-DGCLKSJQSA-N,O=C(NC1CCCCC1)c1ccccc1,Morgan-2048,RF,0,1,5.47,6.837109999999989,1.3671099999999896
PHNSUXWWTIXLNZ-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,Morgan-2048,RF,0,1,5.449999999999999,5.692110000000001,0.24211000000000205
PIMPOWDMRUXOBB-QMMMGPOBSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cccs2)n1,Morgan-2048,RF,0,1,7.92,7.791079999999986,0.12892000000001413
POOZHORJSHQJIX-VYDXJSESSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,8.395,7.8687683333333664,0.5262316666666331
PQNMHUNFLUYLPR-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,Morgan-2048,RF,0,1,8.7,8.487730000000004,0.21226999999999485
PRDXUIGUMMDGBL-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,Morgan-2048,RF,0,1,5.91,6.436010000000015,0.5260100000000145
PTCXTLVNQCOOLJ-AAJLLMFJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,6.955,7.163820000000008,0.20882000000000822
PTLJHZYZENAFPY-ZLPCBKJTSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,7.92,7.922159999999988,0.0021599999999883934
PVBIJCUQCJVLAL-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1csc(-c2cncnc2)n1,Morgan-2048,RF,0,1,7.29,7.485650000000023,0.19565000000002275
PWBYWHFGCWTQNI-VQTJNVASSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccc(-c4ccccc4)cc3)C2)no1,Morgan-2048,RF,0,1,6.32,7.502502500000002,1.1825025000000018
PYVHWBPRXXCCKR-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3ccncc23)cc1,Morgan-2048,RF,0,1,6.19,6.854040000000029,0.6640400000000284
QAGFMEUYWNRVKG-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1ccnc(-c2cncnc2)n1,Morgan-2048,RF,0,1,7.1,7.519229999999993,0.41922999999999355
QANDLGIRCKMBGX-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,RF,0,1,7.27,7.445379999999994,0.17537999999999432
QBWAUZYYCCITQO-XLIONFOSSA-N,O=C(NCc1cc(-c2cncnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,6.82,7.16110499999999,0.34110499999999
QIFKHTVCZJXBND-JEYLPNPQSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.7,8.629434666666683,0.07056533333331672
QJJFPLPNPVMYFT-CTNGQTDRSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.8,7.526808333333328,0.27319166666667183
QJVZVWLHLYIOEK-GTPINHCMSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.22,8.581743333333321,0.36174333333332065
QLZXIMYXMVOVAQ-NZQKXSOJSA-N,O=C(NCc1cccc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.96,7.655906666666648,0.304093333333352
QNZGMOZJDBNRKF-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,Morgan-2048,RF,0,1,7.89,7.896160000000024,0.006160000000024368
QRBXPSUERQTHLC-DZFIZOCASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-n5cccn5)c4)CC32)no1,Morgan-2048,RF,0,1,7.3,7.2389200000000065,0.06107999999999336
QRHSEUYZXNXRAQ-QFIPXVFZSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,RF,0,1,7.62,7.421543333333336,0.19845666666666428
QSDHOQUBCGWXAS-SWLSCSKDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,8.325,8.169890000000033,0.15510999999996677
QTRILORKJOOALG-KWUMSVIQSA-N,O=c1c2ccncc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,6.72,7.284846999999975,0.5648469999999755
QVLFKDKVSWBVHB-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,Morgan-2048,RF,0,1,7.72,7.95591000000001,0.23591000000001028
QVRQGKMJHZNDPL-SMDDNHRTSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccn3)C2)no1,Morgan-2048,RF,0,1,7.245,7.707460499999995,0.4624604999999953
QWBWILDFODWOBE-HUUCEWRRSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CCC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,6.83,7.09216,0.2621599999999997
QWJYOLGDDWGWEX-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,RF,0,1,8.21,7.8966158333333425,0.31338416666665836
QXBQEVYVRMWQJO-JQRITLKVSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,RF,0,1,8.52,8.337049999999959,0.1829500000000408
QXBSEULNTNAFNO-UHFFFAOYSA-N,S=C1Nc2c(oc3ccccc23)C(c2ccccc2)N1,Morgan-2048,RF,0,1,6.7,6.6956641666666545,0.00433583333334564
QYYUODQVSQCLPQ-BBRMVZONSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CCCC3)nc2)n1,Morgan-2048,RF,0,1,9.0,8.77899999999998,0.22100000000001963
QZGNCRICQIDMHW-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,Morgan-2048,RF,0,1,6.64,6.047420000000011,0.5925799999999883
RBMMABICGHVJIJ-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,Morgan-2048,RF,0,1,9.0,8.747709999999993,0.25229000000000745
RFVGHGUGSAAXTQ-IERDGZPVSA-N,O=C(NCc1cc(N2CCCCC2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,7.465,6.683143333333347,0.7818566666666529
RGGJFJAOYSJEKN-JOCQHMNTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,6.71,7.157633333333323,0.44763333333332334
RGXNECXVRZKGGH-UOXRKKOCSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,8.785,7.796876000000035,0.9881239999999654
RHMHJTBKWCHRFJ-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,Morgan-2048,RF,0,1,7.57,8.016350000000012,0.44635000000001135
RIUFXWHYQAUEAO-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3ccccc23)cc1,Morgan-2048,RF,0,1,6.16,6.22338000000001,0.0633800000000102
RPCAQDVUXPFSNA-CDKJVOIVSA-N,c1ccccc1,Morgan-2048,RF,0,1,5.57,5.320392833333338,0.24960716666666194
RROFQCPRKWVHAS-UHFFFAOYSA-N,O=C(Cn1cnc2ccccc2c1=O)NCCc1ccccc1,Morgan-2048,RF,0,1,7.16,7.283464333333335,0.12346433333333451
RTYUVVPWNPBAAI-SIKLNZKXSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CC2(CC2)CN1S(=O)(=O)c1ccccc1,Morgan-2048,RF,0,1,6.95,6.955080000000015,0.005080000000014628
RVDABDCXJORPND-UHFFFAOYSA-N,O=c1oc(Cc2cnc3sccn3c2=O)nn1CCc1ccccc1,Morgan-2048,RF,0,1,7.19,7.004937499999995,0.18506250000000524
SAMJQPAXJHTPPP-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nc(CCc2ccccc2)no1,Morgan-2048,RF,0,1,6.904999999999999,6.4481600000000014,0.4568399999999979
SBWZTTUKCJUALE-SWLSCSKDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,7.82,7.980640000000025,0.16064000000002476
SKHDURSNHJWXRZ-UHFFFAOYSA-N,c1ccccc1,Morgan-2048,RF,0,1,4.77,5.21252333333332,0.4425233333333205
SKLLQNALHJGISD-UKRRQHHQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,Morgan-2048,RF,0,1,7.44,7.514259999999998,0.074259999999998
SKTMPVUPTJNYLK-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,Morgan-2048,RF,0,1,5.68,6.3015850000000215,0.6215850000000218
SLALXZHBVOLRJL-PKOBYXMFSA-N,O=c1c2cnc(N3CCOCC3)n2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,RF,0,1,6.965,7.569291499999995,0.6042914999999951
SLXXZLZVLVMTHQ-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,Morgan-2048,RF,0,1,5.43,6.268770000000034,0.838770000000034
